Item,Value,Tag1,Tag2,Tag3,Tag4,Tag5,
Quặng Tinh Ngân,1,WeaponExp,AvatarPromote,None,None,None,
Miếng Tử Tinh,1,WeaponExp,AvatarPromote,None,None,None,
Onikabuto,1,Scoin,WeaponPromote,None,None,None,
Tú Cầu Anh Đào,1,AvatarExp,SkillBook,None,None,None,
Tủy Pha Lê,1,WeaponExp,AvatarPromote,None,None,None,
Hoa Lan Máu,1,AvatarExp,SkillBook,None,None,None,
Cỏ Naku,1,AvatarExp,SkillBook,None,None,None,
Hải Linh Chi,1,AvatarExp,SkillBook,None,None,None,
Trân Châu San Hô,1,WeaponExp,AvatarPromote,None,None,None,
Quả Amakumo,1,AvatarExp,SkillBook,None,None,None,
Nấm U Ám,1,AvatarExp,SkillBook,None,None,None,
Rong Biển,1,AvatarExp,SkillBook,None,None,None,
Dưa Tím,1,AvatarExp,SkillBook,None,None,None,
Nấm Sao,1,AvatarExp,SkillBook,None,None,None,
Nấm Thánh Rukkhashava,1,AvatarExp,SkillBook,None,None,None,
Padisarah,1,AvatarExp,SkillBook,None,None,None,
Sen Nilotpala,1,AvatarExp,SkillBook,None,None,None,
Quả Harra,1,AvatarExp,SkillBook,None,None,None,
Sen Kalpalata,1,AvatarExp,SkillBook,None,None,None,
Đào Zaytun,1,AvatarExp,SkillBook,None,None,None,
Tường Vi Sumeru,1,AvatarExp,SkillBook,None,None,None,
Quả Xích Niệm,1,AvatarExp,SkillBook,None,None,None,
Quả Ajilenakh,1,AvatarExp,SkillBook,None,None,None,
Bọ Thánh Kim,1,Scoin,WeaponPromote,None,None,None,
Nấm Sao Bung Nở,1,AvatarExp,SkillBook,None,None,None,
Nấm Sao Cháy Khô,1,AvatarExp,SkillBook,None,None,None,
Viparyas,1,AvatarExp,SkillBook,None,None,None,
Thịt Thần Bí,1,Scoin,WeaponPromote,None,None,None,
Thịt Lươn,1,Scoin,WeaponPromote,None,None,None,
Hành Tây,1,AvatarExp,SkillBook,None,None,None,
Pha Lê Cô Đọng,1,WeaponExp,AvatarPromote,None,None,None,
Nhộng Cát,1,Scoin,WeaponPromote,None,None,None,
Hoa Tang Thương,1,AvatarExp,SkillBook,None,None,None,
Trishiraite,1,WeaponExp,AvatarPromote,None,None,None,
Sen Pluie,1,AvatarExp,SkillBook,None,None,None,
Trái Bulle,1,AvatarExp,SkillBook,None,None,None,
Marcotte,1,AvatarExp,SkillBook,None,None,None,
Ốc Beryl,1,Scoin,WeaponPromote,None,None,None,
Hoa Romaritime,1,AvatarExp,SkillBook,None,None,None,
Tidalga,1,AvatarExp,SkillBook,None,None,None,
Hoa Lumidouce,1,AvatarExp,SkillBook,None,None,None,
Tường Vi Cầu Vồng,1,AvatarExp,SkillBook,None,None,None,
Lumitoile,1,AvatarExp,SkillBook,None,None,None,
Lily Ánh Sáng Hồ Nước,1,AvatarExp,SkillBook,None,None,None,
Đơn Vị Thăm Dò Phụ Trợ,1,Scoin,WeaponPromote,None,None,None,
Giọt Sương Ban Sớm,1,Scoin,WeaponPromote,None,None,None,
Dịch Slime,1,Scoin,WeaponPromote,None,None,None,
Tinh Slime,2,Scoin,WeaponPromote,None,None,None,
Bột Slime,4,Scoin,WeaponPromote,None,None,None,
Mặt Nạ Vỡ,1,Scoin,WeaponPromote,None,None,None,
Mặt Nạ Bẩn,2,Scoin,WeaponPromote,None,None,None,
Mặt Nạ Xui Xẻo,4,Scoin,WeaponPromote,None,None,None,
Bản Vẽ Hướng Dẫn,1,AvatarExp,SkillBook,None,None,None,
Bản Vẽ Phong Ấn,2,AvatarExp,SkillBook,None,None,None,
Bản Vẽ Cấm Chú,4,AvatarExp,SkillBook,None,None,None,
Mũi Tên Chắc Chắn,1,WeaponExp,AvatarPromote,None,None,None,
Mũi Tên Sắc Bén,2,WeaponExp,AvatarPromote,None,None,None,
Mũi Tên Thiện Chiến,4,WeaponExp,AvatarPromote,None,None,None,
Sừng Nặng,1,Scoin,WeaponPromote,None,None,None,
Sừng Đồng Đen,2,Scoin,WeaponPromote,None,None,None,
Sừng Hắc Tinh,4,Scoin,WeaponPromote,None,None,None,
Cành Cây Địa Mạch,1,AvatarExp,SkillBook,None,None,None,
Lá Khô Địa Mạch,2,AvatarExp,SkillBook,None,None,None,
Chồi Non Địa Mạch,4,AvatarExp,SkillBook,None,None,None,
Cấu Trúc Hỗn Độn,1,Scoin,WeaponPromote,None,None,None,
Bộ Não Hỗn Độn,2,Scoin,WeaponPromote,None,None,None,
Trái Tim Hỗn Độn,4,Scoin,WeaponPromote,None,None,None,
Phấn Hoa Hư Vô,1,AvatarExp,SkillBook,None,None,None,
Túi Cỏ Hư Vô,2,AvatarExp,SkillBook,None,None,None,
Đuốc Hư Vô,4,AvatarExp,SkillBook,None,None,None,
Dao Săn Bắt,1,WeaponExp,AvatarPromote,None,None,None,
Dao Đặc Công,2,WeaponExp,AvatarPromote,None,None,None,
Dao Đô Thám Trưởng,4,WeaponExp,AvatarPromote,None,None,None,
Phù Hiệu Tân Binh,1,Scoin,WeaponPromote,None,None,None,
Phù Hiệu Sĩ Quan,2,Scoin,WeaponPromote,None,None,None,
Phù Hiệu Hiệu Úy,4,Scoin,WeaponPromote,None,None,None,
Ấn Quạ Tầm Bảo,1,Scoin,WeaponPromote,None,None,None,
Ấn Quạ Bạc Ẩn,2,Scoin,WeaponPromote,None,None,None,
Ấn Quạ Trộm Vàng,4,Scoin,WeaponPromote,None,None,None,
Mật Hoa Lừa Dối,1,AvatarExp,SkillBook,None,None,None,
Mật Hoa Lấp Lánh,2,AvatarExp,SkillBook,None,None,None,
Mật Hoa Nguyên Tố,4,AvatarExp,SkillBook,None,None,None,
Mảnh Xương Giòn Yếu,1,Scoin,WeaponPromote,None,None,None,
Mảnh Xương Chắc Chắn,2,Scoin,WeaponPromote,None,None,None,
Mảnh Xương Hóa Thạch,4,Scoin,WeaponPromote,None,None,None,
Kiếm Cách Cũ Nát,1,Scoin,WeaponPromote,None,None,None,
Kiếm Cách Bản Sao,2,Scoin,WeaponPromote,None,None,None,
Kiếm Cách Trứ Danh,4,Scoin,WeaponPromote,None,None,None,
Cơ Quan Hỗn Độn,1,Scoin,WeaponPromote,None,None,None,
Đầu Nối Hỗn Độn,2,Scoin,WeaponPromote,None,None,None,
Con Ngươi Hỗn Độn,4,Scoin,WeaponPromote,None,None,None,
Lăng Kính Ảm Đạm,1,Scoin,WeaponPromote,None,None,None,
Lăng Kính Pha Lê,2,Scoin,WeaponPromote,None,None,None,
Lăng Kính Phân Cực,4,Scoin,WeaponPromote,None,None,None,
Hạt Bay Lượn Khô Héo,1,Scoin,WeaponPromote,None,None,None,
Hạt Bay Lượn U Ám,2,Scoin,WeaponPromote,None,None,None,
Hạt Bay Lượn Kết Tinh,4,Scoin,WeaponPromote,None,None,None,
Móng Vuốt Ma Thú,1,Scoin,WeaponPromote,None,None,None,
Vuốt Sắt Ma Thú,2,Scoin,WeaponPromote,None,None,None,
Vuốt Quỷ Ma Thú,4,Scoin,WeaponPromote,None,None,None,
Bào Tử Nấm Quỷ,1,AvatarExp,SkillBook,None,None,None,
Bột Huỳnh Quang,2,AvatarExp,SkillBook,None,None,None,
Bụi Tinh Thể,4,AvatarExp,SkillBook,None,None,None,
Nhân Bào Nấm Đã Chết,1,AvatarExp,SkillBook,None,None,None,
Nhân Bào Nấm Bất Động,2,AvatarExp,SkillBook,None,None,None,
Nhân Bào Nấm Hồi Phục,4,AvatarExp,SkillBook,None,None,None,
Băng Đỏ Phai Màu,1,Scoin,WeaponPromote,None,None,None,
Băng Đỏ Viền Vàng,2,Scoin,WeaponPromote,None,None,None,
Băng Đỏ Ánh Vàng,4,Scoin,WeaponPromote,None,None,None,
Vật Chứa Hỗn Độn,1,Scoin,WeaponPromote,None,None,None,
Mô Đun Hỗn Độn,2,Scoin,WeaponPromote,None,None,None,
Chốt Neo Hỗn Độn,4,Scoin,WeaponPromote,None,None,None,
Lăng Kính Hỏng Hóc,1,Scoin,WeaponPromote,None,None,None,
Lăng Kính Vẩn Đục,2,Scoin,WeaponPromote,None,None,None,
Lăng Kính Phát Sáng,4,Scoin,WeaponPromote,None,None,None,
Tượng Hắc Ám,1,Scoin,WeaponPromote,None,None,None,
Tượng Bóng Đêm,2,Scoin,WeaponPromote,None,None,None,
Tượng Tử Thần,4,Scoin,WeaponPromote,None,None,None,
Xương Vụn Vỡ,1,Scoin,WeaponPromote,None,None,None,
Xương Rắn Chắc,2,Scoin,WeaponPromote,None,None,None,
Xương Khắc Ấn,4,Scoin,WeaponPromote,None,None,None,
Hoa Chưa Nở Từ Nơi Nào Đó,1,AvatarExp,SkillBook,None,None,None,
Đóa Hoa Trân Quý Của Ai Đó,2,AvatarExp,SkillBook,None,None,None,
Hoa Nở Rộ Của Kẻ Lang Thang,4,AvatarExp,SkillBook,None,None,None,
Ngọc Vụn Đại Dương,1,WeaponExp,AvatarPromote,None,None,None,
Kết Tinh Đại Dương,2,WeaponExp,AvatarPromote,None,None,None,
Tinh Thạch Dị Sắc,4,WeaponExp,AvatarPromote,None,None,None,
Bánh Răng Liên Kết,1,Scoin,WeaponPromote,None,None,None,
Bánh Răng Chính,2,Scoin,WeaponPromote,None,None,None,
Bánh Răng Lõi Trung Tâm,4,Scoin,WeaponPromote,None,None,None,
Giọt Nước Đục,1,Scoin,WeaponPromote,None,None,None,
Bình Nước Đục,2,Scoin,WeaponPromote,None,None,None,
Ảo Linh Nước Đục Mới Sinh,4,Scoin,WeaponPromote,None,None,None,
Hạt Nhân Khe Nứt,1,Scoin,WeaponPromote,None,None,None,
Liên Kết Dị Giới,2,Scoin,WeaponPromote,None,None,None,
Hạt Nhân Sinh Mệnh Dị Giới,4,Scoin,WeaponPromote,None,None,None,
Đồng Hồ Cũ Kỹ Của Đặc Vụ,1,Scoin,WeaponPromote,None,None,None,
Đồng Hồ Tiêu Chuẩn Của Đặc Vụ,2,Scoin,WeaponPromote,None,None,None,
Thời Khắc Của Đặc Vụ,4,Scoin,WeaponPromote,None,None,None,
